epi_week,state,loc,loc_type,disease,cases,incidence_per_100000
194627,WA,WASHINGTON,STATE,MEASLES,62,2.71
194628,WA,WASHINGTON,STATE,MEASLES,16,0.7
194629,WA,WASHINGTON,STATE,MEASLES,28,1.22
194630,WA,WASHINGTON,STATE,MEASLES,19,0.83
194631,WA,WASHINGTON,STATE,MEASLES,21,0.92
194632,WA,WASHINGTON,STATE,MEASLES,20,0.87
194633,WA,WASHINGTON,STATE,MEASLES,9,0.39
194635,WA,WASHINGTON,STATE,MEASLES,2,0.09
194636,WA,WASHINGTON,STATE,MEASLES,8,0.35
194637,WA,WASHINGTON,STATE,MEASLES,4,0.17
194638,WA,WASHINGTON,STATE,MEASLES,8,0.35
194639,WA,WASHINGTON,STATE,MEASLES,5,0.22
194640,WA,WASHINGTON,STATE,MEASLES,19,0.83
194641,WA,WASHINGTON,STATE,MEASLES,7,0.31
194642,WA,WASHINGTON,STATE,MEASLES,11,0.48
194643,WA,WASHINGTON,STATE,MEASLES,33,1.44
194644,WA,WASHINGTON,STATE,MEASLES,17,0.74
194645,WA,WASHINGTON,STATE,MEASLES,9,0.39
194646,WA,WASHINGTON,STATE,MEASLES,9,0.39
194647,WA,WASHINGTON,STATE,MEASLES,16,0.7
194648,WA,WASHINGTON,STATE,MEASLES,12,0.52
194649,WA,WASHINGTON,STATE,MEASLES,17,0.74
194650,WA,WASHINGTON,STATE,MEASLES,23,1.01
194651,WA,WASHINGTON,STATE,MEASLES,25,1.09
194652,WA,WASHINGTON,STATE,MEASLES,6,0.26
194702,WA,WASHINGTON,STATE,MEASLES,32,1.45
194703,WA,WASHINGTON,STATE,MEASLES,19,0.86
194704,WA,WASHINGTON,STATE,MEASLES,39,1.76
194705,WA,WASHINGTON,STATE,MEASLES,23,1.04
194706,WA,WASHINGTON,STATE,MEASLES,40,1.81
194707,WA,WASHINGTON,STATE,MEASLES,27,1.22
194708,WA,WASHINGTON,STATE,MEASLES,244,11.01
194709,WA,WASHINGTON,STATE,MEASLES,37,1.67
194710,WA,WASHINGTON,STATE,MEASLES,35,1.58
194711,WA,WASHINGTON,STATE,MEASLES,55,2.49
194712,WA,WASHINGTON,STATE,MEASLES,54,2.44
194713,WA,WASHINGTON,STATE,MEASLES,52,2.35
194714,WA,WASHINGTON,STATE,MEASLES,53,2.4
194715,WA,WASHINGTON,STATE,MEASLES,28,1.27
194716,WA,WASHINGTON,STATE,MEASLES,15,0.68
194717,WA,WASHINGTON,STATE,MEASLES,46,2.08
194718,WA,WASHINGTON,STATE,MEASLES,47,2.13
194719,WA,WASHINGTON,STATE,MEASLES,23,1.04
194720,WA,WASHINGTON,STATE,MEASLES,13,0.59
194721,WA,WASHINGTON,STATE,MEASLES,23,1.04
194722,WA,WASHINGTON,STATE,MEASLES,14,0.63
194723,WA,WASHINGTON,STATE,MEASLES,28,1.27
194724,WA,WASHINGTON,STATE,MEASLES,10,0.45
194725,WA,WASHINGTON,STATE,MEASLES,11,0.5
194726,WA,WASHINGTON,STATE,MEASLES,9,0.41
194727,WA,WASHINGTON,STATE,MEASLES,7,0.32
194728,WA,WASHINGTON,STATE,MEASLES,5,0.23
194729,WA,WASHINGTON,STATE,MEASLES,11,0.5
194731,WA,WASHINGTON,STATE,MEASLES,13,0.59
194732,WA,WASHINGTON,STATE,MEASLES,10,0.45
194733,WA,WASHINGTON,STATE,MEASLES,13,0.59
194734,WA,WASHINGTON,STATE,MEASLES,8,0.36
194735,WA,WASHINGTON,STATE,MEASLES,10,0.45
194736,WA,WASHINGTON,STATE,MEASLES,6,0.27
194737,WA,WASHINGTON,STATE,MEASLES,9,0.41
194738,WA,WASHINGTON,STATE,MEASLES,20,0.9
194739,WA,WASHINGTON,STATE,MEASLES,11,0.5
194740,WA,WASHINGTON,STATE,MEASLES,12,0.54
194741,WA,WASHINGTON,STATE,MEASLES,5,0.23
194742,WA,WASHINGTON,STATE,MEASLES,8,0.34
194743,WA,WASHINGTON,STATE,MEASLES,14,0.63
194744,WA,WASHINGTON,STATE,MEASLES,29,1.31
194745,WA,WASHINGTON,STATE,MEASLES,25,1.13
194746,WA,WASHINGTON,STATE,MEASLES,14,0.63
194747,WA,WASHINGTON,STATE,MEASLES,21,0.95
194748,WA,WASHINGTON,STATE,MEASLES,33,1.49
194749,WA,WASHINGTON,STATE,MEASLES,54,2.44
194750,WA,WASHINGTON,STATE,MEASLES,16,0.7
194751,WA,WASHINGTON,STATE,MEASLES,63,2.85
194752,WA,WASHINGTON,STATE,MEASLES,19,0.84
194801,WA,WASHINGTON,STATE,MEASLES,162,7.18
194802,WA,WASHINGTON,STATE,MEASLES,56,2.46
194803,WA,WASHINGTON,STATE,MEASLES,102,4.52
194804,WA,WASHINGTON,STATE,MEASLES,122,5.41
194805,WA,WASHINGTON,STATE,MEASLES,177,7.85
194806,WA,WASHINGTON,STATE,MEASLES,241,10.69
194807,WA,WASHINGTON,STATE,MEASLES,164,7.27
194808,WA,WASHINGTON,STATE,MEASLES,334,14.81
194810,WA,WASHINGTON,STATE,MEASLES,231,10.24
194811,WA,WASHINGTON,STATE,MEASLES,310,13.75
194812,WA,WASHINGTON,STATE,MEASLES,357,15.83
194813,WA,WASHINGTON,STATE,MEASLES,460,20.4
194814,WA,WASHINGTON,STATE,MEASLES,440,19.51
194815,WA,WASHINGTON,STATE,MEASLES,761,33.75
194816,WA,WASHINGTON,STATE,MEASLES,637,28.25
194817,WA,WASHINGTON,STATE,MEASLES,858,38.05
194818,WA,WASHINGTON,STATE,MEASLES,720,31.93
194819,WA,WASHINGTON,STATE,MEASLES,829,36.76
194821,WA,WASHINGTON,STATE,MEASLES,720,31.93
194823,WA,WASHINGTON,STATE,MEASLES,525,23.28
194824,WA,WASHINGTON,STATE,MEASLES,265,11.75
194825,WA,WASHINGTON,STATE,MEASLES,545,24.17
194826,WA,WASHINGTON,STATE,MEASLES,274,12.15
194827,WA,WASHINGTON,STATE,MEASLES,179,7.94
194831,WA,WASHINGTON,STATE,MEASLES,45,2
194832,WA,WASHINGTON,STATE,MEASLES,45,2
194835,WA,WASHINGTON,STATE,MEASLES,15,0.67
194836,WA,WASHINGTON,STATE,MEASLES,16,0.71
194837,WA,WASHINGTON,STATE,MEASLES,16,0.71
194838,WA,WASHINGTON,STATE,MEASLES,40,1.77
194839,WA,WASHINGTON,STATE,MEASLES,12,0.53
194840,WA,WASHINGTON,STATE,MEASLES,15,0.67
194841,WA,WASHINGTON,STATE,MEASLES,37,1.64
194842,WA,WASHINGTON,STATE,MEASLES,39,1.73
194843,WA,WASHINGTON,STATE,MEASLES,54,2.39
194844,WA,WASHINGTON,STATE,MEASLES,22,0.98
194845,WA,WASHINGTON,STATE,MEASLES,50,2.22
194846,WA,WASHINGTON,STATE,MEASLES,155,6.87
194847,WA,WASHINGTON,STATE,MEASLES,187,8.29
194848,WA,WASHINGTON,STATE,MEASLES,58,2.57
194849,WA,WASHINGTON,STATE,MEASLES,105,4.66
194850,WA,WASHINGTON,STATE,MEASLES,211,9.36
194851,WA,WASHINGTON,STATE,MEASLES,112,4.97
194852,WA,WASHINGTON,STATE,MEASLES,173,7.67
194901,WA,WASHINGTON,STATE,MEASLES,363,15.82
194902,WA,WASHINGTON,STATE,MEASLES,534,23.28
194903,WA,WASHINGTON,STATE,MEASLES,397,17.31
194904,WA,WASHINGTON,STATE,MEASLES,344,15
194905,WA,WASHINGTON,STATE,MEASLES,430,18.74
194906,WA,WASHINGTON,STATE,MEASLES,434,18.92
194907,WA,WASHINGTON,STATE,MEASLES,415,18.09
194908,WA,WASHINGTON,STATE,MEASLES,347,15.13
194909,WA,WASHINGTON,STATE,MEASLES,469,20.44
194910,WA,WASHINGTON,STATE,MEASLES,518,22.58
194911,WA,WASHINGTON,STATE,MEASLES,335,14.6
194912,WA,WASHINGTON,STATE,MEASLES,411,17.92
194913,WA,WASHINGTON,STATE,MEASLES,651,28.38
194914,WA,WASHINGTON,STATE,MEASLES,475,20.71
194915,WA,WASHINGTON,STATE,MEASLES,565,24.63
194916,WA,WASHINGTON,STATE,MEASLES,576,25.11
194917,WA,WASHINGTON,STATE,MEASLES,563,24.54
194918,WA,WASHINGTON,STATE,MEASLES,598,26.07
194919,WA,WASHINGTON,STATE,MEASLES,621,27.07
194920,WA,WASHINGTON,STATE,MEASLES,618,26.94
194921,WA,WASHINGTON,STATE,MEASLES,490,21.36
194922,WA,WASHINGTON,STATE,MEASLES,356,15.52
194923,WA,WASHINGTON,STATE,MEASLES,213,9.29
194924,WA,WASHINGTON,STATE,MEASLES,173,7.54
194925,WA,WASHINGTON,STATE,MEASLES,204,8.89
194926,WA,WASHINGTON,STATE,MEASLES,56,2.44
194927,WA,WASHINGTON,STATE,MEASLES,78,3.4
194928,WA,WASHINGTON,STATE,MEASLES,45,1.96
194929,WA,WASHINGTON,STATE,MEASLES,63,2.75
194930,WA,WASHINGTON,STATE,MEASLES,40,1.74
194931,WA,WASHINGTON,STATE,MEASLES,32,1.39
194932,WA,WASHINGTON,STATE,MEASLES,31,1.35
194933,WA,WASHINGTON,STATE,MEASLES,38,1.66
194934,WA,WASHINGTON,STATE,MEASLES,23,1
194935,WA,WASHINGTON,STATE,MEASLES,13,0.57
194936,WA,WASHINGTON,STATE,MEASLES,10,0.44
194937,WA,WASHINGTON,STATE,MEASLES,10,0.44
194938,WA,WASHINGTON,STATE,MEASLES,25,1.09
194939,WA,WASHINGTON,STATE,MEASLES,14,0.61
194940,WA,WASHINGTON,STATE,MEASLES,118,5.14
194941,WA,WASHINGTON,STATE,MEASLES,14,0.61
194942,WA,WASHINGTON,STATE,MEASLES,28,1.22
194943,WA,WASHINGTON,STATE,MEASLES,30,1.31
194944,WA,WASHINGTON,STATE,MEASLES,39,1.7
194945,WA,WASHINGTON,STATE,MEASLES,52,2.27
194946,WA,WASHINGTON,STATE,MEASLES,118,5.14
194947,WA,WASHINGTON,STATE,MEASLES,133,5.8
194948,WA,WASHINGTON,STATE,MEASLES,97,4.23
194949,WA,WASHINGTON,STATE,MEASLES,138,6.02
194950,WA,WASHINGTON,STATE,MEASLES,106,4.62
194951,WA,WASHINGTON,STATE,MEASLES,144,6.28
194952,WA,WASHINGTON,STATE,MEASLES,49,2.14
195002,WA,WASHINGTON,STATE,MEASLES,61,2.56
195003,WA,WASHINGTON,STATE,MEASLES,32,1.34
195005,WA,WASHINGTON,STATE,MEASLES,72,3.02
195006,WA,WASHINGTON,STATE,MEASLES,147,6.16
195007,WA,WASHINGTON,STATE,MEASLES,85,3.56
195008,WA,WASHINGTON,STATE,MEASLES,43,1.8
195009,WA,WASHINGTON,STATE,MEASLES,86,3.6
195010,WA,WASHINGTON,STATE,MEASLES,38,1.59
195011,WA,WASHINGTON,STATE,MEASLES,65,2.72
195012,WA,WASHINGTON,STATE,MEASLES,105,4.4
195013,WA,WASHINGTON,STATE,MEASLES,93,3.9
195014,WA,WASHINGTON,STATE,MEASLES,54,2.26
195015,WA,WASHINGTON,STATE,MEASLES,55,2.3
195016,WA,WASHINGTON,STATE,MEASLES,76,3.18
195017,WA,WASHINGTON,STATE,MEASLES,128,5.36
195018,WA,WASHINGTON,STATE,MEASLES,191,8
195020,WA,WASHINGTON,STATE,MEASLES,224,9.38
195021,WA,WASHINGTON,STATE,MEASLES,102,4.27
195022,WA,WASHINGTON,STATE,MEASLES,78,3.27
195023,WA,WASHINGTON,STATE,MEASLES,105,4.4
195024,WA,WASHINGTON,STATE,MEASLES,77,3.23
195025,WA,WASHINGTON,STATE,MEASLES,41,1.72
195026,WA,WASHINGTON,STATE,MEASLES,92,3.85
195027,WA,WASHINGTON,STATE,MEASLES,31,1.3
195028,WA,WASHINGTON,STATE,MEASLES,40,1.68
195029,WA,WASHINGTON,STATE,MEASLES,16,0.67
195030,WA,WASHINGTON,STATE,MEASLES,18,0.75
195031,WA,WASHINGTON,STATE,MEASLES,19,0.8
195032,WA,WASHINGTON,STATE,MEASLES,7,0.29
195033,WA,WASHINGTON,STATE,MEASLES,18,0.75
195034,WA,WASHINGTON,STATE,MEASLES,8,0.34
195035,WA,WASHINGTON,STATE,MEASLES,8,0.34
195036,WA,WASHINGTON,STATE,MEASLES,5,0.21
195037,WA,WASHINGTON,STATE,MEASLES,9,0.38
195038,WA,WASHINGTON,STATE,MEASLES,7,0.29
195039,WA,WASHINGTON,STATE,MEASLES,31,1.3
195040,WA,WASHINGTON,STATE,MEASLES,25,1.05
195041,WA,WASHINGTON,STATE,MEASLES,26,1.09
195042,WA,WASHINGTON,STATE,MEASLES,47,1.97
195043,WA,WASHINGTON,STATE,MEASLES,37,1.55
195044,WA,WASHINGTON,STATE,MEASLES,46,1.93
195045,WA,WASHINGTON,STATE,MEASLES,82,3.44
195046,WA,WASHINGTON,STATE,MEASLES,46,1.93
195047,WA,WASHINGTON,STATE,MEASLES,66,2.76
195048,WA,WASHINGTON,STATE,MEASLES,181,7.58
195049,WA,WASHINGTON,STATE,MEASLES,166,6.95
195050,WA,WASHINGTON,STATE,MEASLES,126,5.28
195051,WA,WASHINGTON,STATE,MEASLES,111,4.65
195052,WA,WASHINGTON,STATE,MEASLES,178,7.46
195101,WA,WASHINGTON,STATE,MEASLES,281,11.59
195102,WA,WASHINGTON,STATE,MEASLES,568,23.43
195103,WA,WASHINGTON,STATE,MEASLES,512,21.12
195104,WA,WASHINGTON,STATE,MEASLES,490,20.21
195105,WA,WASHINGTON,STATE,MEASLES,597,24.63
195107,WA,WASHINGTON,STATE,MEASLES,483,19.93
195108,WA,WASHINGTON,STATE,MEASLES,542,22.36
195109,WA,WASHINGTON,STATE,MEASLES,676,27.89
195110,WA,WASHINGTON,STATE,MEASLES,402,16.58
195111,WA,WASHINGTON,STATE,MEASLES,661,27.27
195112,WA,WASHINGTON,STATE,MEASLES,570,23.51
195113,WA,WASHINGTON,STATE,MEASLES,1005,41.46
195114,WA,WASHINGTON,STATE,MEASLES,821,33.87
195115,WA,WASHINGTON,STATE,MEASLES,659,27.19
195116,WA,WASHINGTON,STATE,MEASLES,946,39.03
195117,WA,WASHINGTON,STATE,MEASLES,1212,50
195118,WA,WASHINGTON,STATE,MEASLES,1070,44.14
195119,WA,WASHINGTON,STATE,MEASLES,1258,51.9
195120,WA,WASHINGTON,STATE,MEASLES,1507,62.17
195121,WA,WASHINGTON,STATE,MEASLES,1025,42.29
195122,WA,WASHINGTON,STATE,MEASLES,569,23.47
195123,WA,WASHINGTON,STATE,MEASLES,399,16.46
195124,WA,WASHINGTON,STATE,MEASLES,302,12.46
195125,WA,WASHINGTON,STATE,MEASLES,310,12.79
195126,WA,WASHINGTON,STATE,MEASLES,70,2.89
195127,WA,WASHINGTON,STATE,MEASLES,83,3.42
195128,WA,WASHINGTON,STATE,MEASLES,68,2.81
195129,WA,WASHINGTON,STATE,MEASLES,42,1.73
195130,WA,WASHINGTON,STATE,MEASLES,30,1.24
195131,WA,WASHINGTON,STATE,MEASLES,19,0.78
195132,WA,WASHINGTON,STATE,MEASLES,25,1.03
195133,WA,WASHINGTON,STATE,MEASLES,16,0.66
195134,WA,WASHINGTON,STATE,MEASLES,27,1.11
195135,WA,WASHINGTON,STATE,MEASLES,32,1.32
195136,WA,WASHINGTON,STATE,MEASLES,11,0.45
195137,WA,WASHINGTON,STATE,MEASLES,25,1.03
195138,WA,WASHINGTON,STATE,MEASLES,4,0.17
195139,WA,WASHINGTON,STATE,MEASLES,11,0.45
195140,WA,WASHINGTON,STATE,MEASLES,24,0.99
195141,WA,WASHINGTON,STATE,MEASLES,25,1.03
195142,WA,WASHINGTON,STATE,MEASLES,28,1.16
195143,WA,WASHINGTON,STATE,MEASLES,23,0.95
195144,WA,WASHINGTON,STATE,MEASLES,28,1.16
195145,WA,WASHINGTON,STATE,MEASLES,56,2.31
195146,WA,WASHINGTON,STATE,MEASLES,43,1.77
195147,WA,WASHINGTON,STATE,MEASLES,67,2.76
195148,WA,WASHINGTON,STATE,MEASLES,51,2.1
195149,WA,WASHINGTON,STATE,MEASLES,103,4.25
195201,WA,WASHINGTON,STATE,MEASLES,77,3.15
195202,WA,WASHINGTON,STATE,MEASLES,64,2.61
195203,WA,WASHINGTON,STATE,MEASLES,92,3.76
195204,WA,WASHINGTON,STATE,MEASLES,129,5.27
195205,WA,WASHINGTON,STATE,MEASLES,130,5.31
195206,WA,WASHINGTON,STATE,MEASLES,98,4
195207,WA,WASHINGTON,STATE,MEASLES,119,4.86
195208,WA,WASHINGTON,STATE,MEASLES,318,12.97
195210,WA,WASHINGTON,STATE,MEASLES,227,9.27
195211,WA,WASHINGTON,STATE,MEASLES,405,16.52
195212,WA,WASHINGTON,STATE,MEASLES,241,9.84
195213,WA,WASHINGTON,STATE,MEASLES,628,25.65
195214,WA,WASHINGTON,STATE,MEASLES,498,20.32
195215,WA,WASHINGTON,STATE,MEASLES,149,6.09
195216,WA,WASHINGTON,STATE,MEASLES,125,5.11
195217,WA,WASHINGTON,STATE,MEASLES,246,10.05
195219,WA,WASHINGTON,STATE,MEASLES,251,10.25
195220,WA,WASHINGTON,STATE,MEASLES,266,10.87
195221,WA,WASHINGTON,STATE,MEASLES,210,8.58
195222,WA,WASHINGTON,STATE,MEASLES,248,10.13
195224,WA,WASHINGTON,STATE,MEASLES,122,4.98
195225,WA,WASHINGTON,STATE,MEASLES,201,8.21
195226,WA,WASHINGTON,STATE,MEASLES,58,2.37
195227,WA,WASHINGTON,STATE,MEASLES,63,2.57
195228,WA,WASHINGTON,STATE,MEASLES,55,2.25
195229,WA,WASHINGTON,STATE,MEASLES,34,1.37
195230,WA,WASHINGTON,STATE,MEASLES,48,1.96
195231,WA,WASHINGTON,STATE,MEASLES,43,1.76
195232,WA,WASHINGTON,STATE,MEASLES,47,1.92
195233,WA,WASHINGTON,STATE,MEASLES,31,1.25
195234,WA,WASHINGTON,STATE,MEASLES,32,1.31
195235,WA,WASHINGTON,STATE,MEASLES,27,1.1
195236,WA,WASHINGTON,STATE,MEASLES,19,0.78
195237,WA,WASHINGTON,STATE,MEASLES,34,1.39
195238,WA,WASHINGTON,STATE,MEASLES,54,2.21
195239,WA,WASHINGTON,STATE,MEASLES,15,0.59
195240,WA,WASHINGTON,STATE,MEASLES,34,1.39
195241,WA,WASHINGTON,STATE,MEASLES,42,1.7
195242,WA,WASHINGTON,STATE,MEASLES,28,1.14
195243,WA,WASHINGTON,STATE,MEASLES,27,1.08
195244,WA,WASHINGTON,STATE,MEASLES,33,1.33
195245,WA,WASHINGTON,STATE,MEASLES,44,1.8
195246,WA,WASHINGTON,STATE,MEASLES,37,1.51
195247,WA,WASHINGTON,STATE,MEASLES,51,2.06
195248,WA,WASHINGTON,STATE,MEASLES,49,2
195249,WA,WASHINGTON,STATE,MEASLES,82,3.35
195250,WA,WASHINGTON,STATE,MEASLES,52,2.12
195251,WA,WASHINGTON,STATE,MEASLES,63,2.57
195252,WA,WASHINGTON,STATE,MEASLES,27,1.1
195301,WA,WASHINGTON,STATE,MEASLES,3,0.12
195302,WA,WASHINGTON,STATE,MEASLES,110,4.46
195303,WA,WASHINGTON,STATE,MEASLES,120,4.87
195304,WA,WASHINGTON,STATE,MEASLES,223,9.04
195305,WA,WASHINGTON,STATE,MEASLES,183,7.42
195306,WA,WASHINGTON,STATE,MEASLES,183,7.42
195307,WA,WASHINGTON,STATE,MEASLES,190,7.7
195308,WA,WASHINGTON,STATE,MEASLES,153,6.2
195309,WA,WASHINGTON,STATE,MEASLES,192,7.79
195310,WA,WASHINGTON,STATE,MEASLES,197,7.99
195311,WA,WASHINGTON,STATE,MEASLES,331,13.42
195312,WA,WASHINGTON,STATE,MEASLES,294,11.92
195313,WA,WASHINGTON,STATE,MEASLES,433,17.56
195314,WA,WASHINGTON,STATE,MEASLES,281,11.39
195315,WA,WASHINGTON,STATE,MEASLES,428,17.36
195316,WA,WASHINGTON,STATE,MEASLES,435,17.64
195317,WA,WASHINGTON,STATE,MEASLES,383,15.53
195318,WA,WASHINGTON,STATE,MEASLES,500,20.28
195319,WA,WASHINGTON,STATE,MEASLES,424,17.19
195320,WA,WASHINGTON,STATE,MEASLES,683,27.7
195321,WA,WASHINGTON,STATE,MEASLES,735,29.81
195322,WA,WASHINGTON,STATE,MEASLES,563,22.83
195323,WA,WASHINGTON,STATE,MEASLES,446,18.09
195324,WA,WASHINGTON,STATE,MEASLES,583,23.64
195325,WA,WASHINGTON,STATE,MEASLES,312,12.65
195326,WA,WASHINGTON,STATE,MEASLES,304,12.33
195327,WA,WASHINGTON,STATE,MEASLES,371,15.04
195328,WA,WASHINGTON,STATE,MEASLES,179,7.26
195329,WA,WASHINGTON,STATE,MEASLES,182,7.38
195330,WA,WASHINGTON,STATE,MEASLES,361,14.64
195331,WA,WASHINGTON,STATE,MEASLES,104,4.22
195332,WA,WASHINGTON,STATE,MEASLES,49,1.99
195333,WA,WASHINGTON,STATE,MEASLES,47,1.91
195334,WA,WASHINGTON,STATE,MEASLES,23,0.93
195335,WA,WASHINGTON,STATE,MEASLES,53,2.15
195336,WA,WASHINGTON,STATE,MEASLES,32,1.3
195337,WA,WASHINGTON,STATE,MEASLES,29,1.18
195338,WA,WASHINGTON,STATE,MEASLES,29,1.18
195339,WA,WASHINGTON,STATE,MEASLES,64,2.6
195340,WA,WASHINGTON,STATE,MEASLES,48,1.95
195341,WA,WASHINGTON,STATE,MEASLES,68,2.76
195342,WA,WASHINGTON,STATE,MEASLES,106,4.3
195343,WA,WASHINGTON,STATE,MEASLES,65,2.64
195344,WA,WASHINGTON,STATE,MEASLES,158,6.41
195345,WA,WASHINGTON,STATE,MEASLES,90,3.65
195346,WA,WASHINGTON,STATE,MEASLES,158,6.41
195348,WA,WASHINGTON,STATE,MEASLES,147,5.96
195349,WA,WASHINGTON,STATE,MEASLES,289,11.72
195350,WA,WASHINGTON,STATE,MEASLES,326,13.22
195401,WA,WASHINGTON,STATE,MEASLES,266,10.57
195402,WA,WASHINGTON,STATE,MEASLES,351,13.95
195403,WA,WASHINGTON,STATE,MEASLES,301,11.96
195404,WA,WASHINGTON,STATE,MEASLES,297,11.8
195405,WA,WASHINGTON,STATE,MEASLES,848,33.7
195406,WA,WASHINGTON,STATE,MEASLES,757,30.09
195407,WA,WASHINGTON,STATE,MEASLES,829,32.95
195408,WA,WASHINGTON,STATE,MEASLES,675,26.83
195409,WA,WASHINGTON,STATE,MEASLES,713,28.34
195410,WA,WASHINGTON,STATE,MEASLES,619,24.6
195411,WA,WASHINGTON,STATE,MEASLES,561,22.3
195412,WA,WASHINGTON,STATE,MEASLES,801,31.84
195413,WA,WASHINGTON,STATE,MEASLES,887,35.25
195414,WA,WASHINGTON,STATE,MEASLES,970,38.55
195415,WA,WASHINGTON,STATE,MEASLES,1025,40.74
195416,WA,WASHINGTON,STATE,MEASLES,951,37.8
195417,WA,WASHINGTON,STATE,MEASLES,1234,49.05
195418,WA,WASHINGTON,STATE,MEASLES,1175,46.7
195419,WA,WASHINGTON,STATE,MEASLES,942,37.44
195420,WA,WASHINGTON,STATE,MEASLES,1425,56.64
195421,WA,WASHINGTON,STATE,MEASLES,1036,41.18
195422,WA,WASHINGTON,STATE,MEASLES,575,22.85
195423,WA,WASHINGTON,STATE,MEASLES,1191,47.34
195424,WA,WASHINGTON,STATE,MEASLES,489,19.44
195425,WA,WASHINGTON,STATE,MEASLES,458,18.2
195426,WA,WASHINGTON,STATE,MEASLES,250,9.94
195427,WA,WASHINGTON,STATE,MEASLES,193,7.67
195428,WA,WASHINGTON,STATE,MEASLES,178,7.07
195429,WA,WASHINGTON,STATE,MEASLES,82,3.26
195430,WA,WASHINGTON,STATE,MEASLES,75,2.98
195431,WA,WASHINGTON,STATE,MEASLES,61,2.42
195432,WA,WASHINGTON,STATE,MEASLES,62,2.46
195433,WA,WASHINGTON,STATE,MEASLES,34,1.35
195436,WA,WASHINGTON,STATE,MEASLES,15,0.6
195437,WA,WASHINGTON,STATE,MEASLES,113,4.49
195438,WA,WASHINGTON,STATE,MEASLES,37,1.47
195439,WA,WASHINGTON,STATE,MEASLES,107,4.25
195440,WA,WASHINGTON,STATE,MEASLES,64,2.54
195441,WA,WASHINGTON,STATE,MEASLES,58,2.31
195442,WA,WASHINGTON,STATE,MEASLES,39,1.55
195443,WA,WASHINGTON,STATE,MEASLES,43,1.71
195444,WA,WASHINGTON,STATE,MEASLES,79,3.14
195445,WA,WASHINGTON,STATE,MEASLES,88,3.5
195446,WA,WASHINGTON,STATE,MEASLES,85,3.38
195447,WA,WASHINGTON,STATE,MEASLES,52,2.07
195448,WA,WASHINGTON,STATE,MEASLES,74,2.94
195449,WA,WASHINGTON,STATE,MEASLES,109,4.33
195450,WA,WASHINGTON,STATE,MEASLES,97,3.86
195451,WA,WASHINGTON,STATE,MEASLES,119,4.73
195452,WA,WASHINGTON,STATE,MEASLES,84,3.34
195501,WA,WASHINGTON,STATE,MEASLES,269,10.33
195502,WA,WASHINGTON,STATE,MEASLES,231,8.87
195503,WA,WASHINGTON,STATE,MEASLES,250,9.6
195504,WA,WASHINGTON,STATE,MEASLES,331,12.71
195505,WA,WASHINGTON,STATE,MEASLES,214,8.22
195506,WA,WASHINGTON,STATE,MEASLES,413,15.86
195508,WA,WASHINGTON,STATE,MEASLES,333,12.79
195509,WA,WASHINGTON,STATE,MEASLES,381,14.63
195510,WA,WASHINGTON,STATE,MEASLES,492,18.89
195511,WA,WASHINGTON,STATE,MEASLES,388,14.9
195512,WA,WASHINGTON,STATE,MEASLES,427,16.4
195513,WA,WASHINGTON,STATE,MEASLES,542,20.81
195514,WA,WASHINGTON,STATE,MEASLES,540,20.74
195515,WA,WASHINGTON,STATE,MEASLES,576,22.12
195516,WA,WASHINGTON,STATE,MEASLES,448,17.2
195517,WA,WASHINGTON,STATE,MEASLES,414,15.9
195518,WA,WASHINGTON,STATE,MEASLES,536,20.58
195519,WA,WASHINGTON,STATE,MEASLES,481,18.47
195520,WA,WASHINGTON,STATE,MEASLES,278,10.68
195521,WA,WASHINGTON,STATE,MEASLES,333,12.79
195522,WA,WASHINGTON,STATE,MEASLES,464,17.82
195523,WA,WASHINGTON,STATE,MEASLES,374,14.36
195524,WA,WASHINGTON,STATE,MEASLES,374,14.36
195525,WA,WASHINGTON,STATE,MEASLES,336,12.9
195526,WA,WASHINGTON,STATE,MEASLES,240,9.22
195527,WA,WASHINGTON,STATE,MEASLES,114,4.38
195528,WA,WASHINGTON,STATE,MEASLES,100,3.84
195529,WA,WASHINGTON,STATE,MEASLES,149,5.72
195530,WA,WASHINGTON,STATE,MEASLES,95,3.65
195531,WA,WASHINGTON,STATE,MEASLES,73,2.8
195532,WA,WASHINGTON,STATE,MEASLES,43,1.65
195533,WA,WASHINGTON,STATE,MEASLES,40,1.54
195534,WA,WASHINGTON,STATE,MEASLES,18,0.69
195536,WA,WASHINGTON,STATE,MEASLES,24,0.92
195537,WA,WASHINGTON,STATE,MEASLES,20,0.77
195538,WA,WASHINGTON,STATE,MEASLES,32,1.23
195539,WA,WASHINGTON,STATE,MEASLES,44,1.69
195540,WA,WASHINGTON,STATE,MEASLES,36,1.38
195541,WA,WASHINGTON,STATE,MEASLES,17,0.65
195542,WA,WASHINGTON,STATE,MEASLES,23,0.88
195543,WA,WASHINGTON,STATE,MEASLES,45,1.73
195544,WA,WASHINGTON,STATE,MEASLES,58,2.23
195545,WA,WASHINGTON,STATE,MEASLES,58,2.23
195546,WA,WASHINGTON,STATE,MEASLES,92,3.53
195547,WA,WASHINGTON,STATE,MEASLES,113,4.34
195548,WA,WASHINGTON,STATE,MEASLES,78,3
195549,WA,WASHINGTON,STATE,MEASLES,71,2.73
195551,WA,WASHINGTON,STATE,MEASLES,60,2.3
195601,WA,WASHINGTON,STATE,MEASLES,97,3.64
